hecho_id,sexo,identidad_genero,identidad_genero_otro,tr_edad,mayor_18_anios,tipo_involucrado
12927,Masculino,Varón,No especificado,20-24,Si,inculpado
12930,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12930,Masculino,Varón,No especificado,55-59,Si,inculpado
12931,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12931,Masculino,Varón,No especificado,40-44,Si,inculpado
12932,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12932,Masculino,Varón,No especificado,20-24,Si,inculpado
12933,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12933,Masculino,Varón,No especificado,25-29,Si,inculpado
12934,Masculino,Varón,No especificado,25-29,Si,inculpado
12934,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12935,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12935,Masculino,Varón,No especificado,15-19,Si,inculpado
12936,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12936,Masculino,Varón,No especificado,20-24,Si,inculpado
12938,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12938,Masculino,Varón,No especificado,30-34,Si,inculpado
12939,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
12939,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12940,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
12940,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12941,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12941,Femenino,Mujer,No especificado,20-24,Si,inculpado
12942,Masculino,Varón,No especificado,55-59,Si,inculpado
12942,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12943,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12943,Masculino,Varón,No especificado,30-34,Si,inculpado
12943,Femenino,Mujer,No especificado,25-29,Si,inculpado
12944,Masculino,Varón,No especificado,20-24,Si,inculpado
12944,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12944,Masculino,Varón,No especificado,15-19,Si,inculpado
12945,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
12945,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12946,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12946,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
12947,Masculino,Varón,No especificado,20-24,Si,inculpado
12947,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12948,Masculino,Varón,No especificado,15-19,Si,inculpado
12948,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12949,Masculino,Varón,No especificado,25-29,Si,inculpado
12949,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12950,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12950,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
12951,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
12951,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12952,Masculino,Varón,No especificado,20-24,Si,inculpado
12952,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12952,Masculino,Varón,No especificado,25-29,Si,inculpado
12955,Masculino,Varón,No especificado,15-19,No,inculpado
12955,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12956,Masculino,Varón,No especificado,20-24,Si,inculpado
12956,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12957,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12957,Masculino,Varón,No especificado,30-34,Si,inculpado
12958,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12958,Masculino,Varón,No especificado,40-44,Si,inculpado
12959,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
12959,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12962,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
12962,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12963,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
12963,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12965,Femenino,Mujer,No especificado,35-39,Si,inculpado
12965,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12966,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12966,Masculino,Varón,No especificado,55-59,Si,inculpado
12967,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12967,Masculino,Varón,No especificado,60-64,Si,inculpado
12968,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
12968,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12969,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12969,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
12971,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12971,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
12972,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12972,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
12974,Masculino,Varón,No especificado,15-19,Si,inculpado
12974,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12975,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
12975,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12977,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12977,Masculino,Varón,No especificado,60-64,Si,inculpado
12978,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
12978,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12979,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12979,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
12980,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12980,Masculino,Varón,No especificado,30-34,Si,inculpado
12981,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12981,Masculino,Varón,No especificado,35-39,Si,inculpado
12982,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12982,Masculino,Varón,No especificado,15-19,Si,inculpado
12983,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
12983,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12984,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12984,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
12985,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12985,Masculino,Varón,No especificado,15-19,Si,inculpado
12986,Masculino,Varón,No especificado,20-24,Si,inculpado
12986,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12988,Masculino,Varón,No especificado,30-34,Si,inculpado
12988,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12989,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12989,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12989,Masculino,Varón,No especificado,60-64,Si,inculpado
12989,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12989,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12989,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12990,Masculino,Varón,No especificado,30-34,Si,inculpado
12990,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12991,Femenino,Mujer,No especificado,15-19,Si,inculpado
12991,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12991,Masculino,Varón,No especificado,15-19,No,inculpado
12992,Masculino,Varón,No especificado,15-19,Si,inculpado
12992,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12992,Masculino,Varón,No especificado,15-19,No,inculpado
12996,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
12996,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12997,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12997,Masculino,Varón,No especificado,25-29,Si,inculpado
12999,Masculino,Varón,No especificado,30-34,Si,inculpado
12999,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
12999,Masculino,Varón,No especificado,15-19,No,inculpado
13000,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13000,Masculino,Varón,No especificado,15-19,Si,inculpado
13001,Masculino,Varón,No especificado,45-49,Si,inculpado
13001,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13002,Masculino,Varón,No especificado,40-44,Si,inculpado
13002,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13003,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
13003,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13003,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13007,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13007,Masculino,Varón,No especificado,15-19,No,inculpado
13008,Masculino,Varón,No especificado,45-49,Si,inculpado
13008,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13009,Masculino,Varón,No especificado,30-34,Si,inculpado
13009,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13010,Femenino,Mujer,No especificado,Sin determinar,Sin determinar,inculpado
13010,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
13010,Masculino,Varón,No especificado,20-24,Si,inculpado
13010,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13011,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13011,Masculino,Varón,No especificado,20-24,Si,inculpado
13015,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13015,Masculino,Varón,No especificado,15-19,No,inculpado
13015,Masculino,Varón,No especificado,15-19,Si,inculpado
13016,Masculino,Varón,No especificado,65-69,Si,inculpado
13016,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13017,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13017,Masculino,Varón,No especificado,20-24,Si,inculpado
13018,Masculino,Varón,No especificado,20-24,Si,inculpado
13018,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13019,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13019,Masculino,Varón,No especificado,35-39,Si,inculpado
13020,Masculino,Varón,No especificado,20-24,Si,inculpado
13020,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13022,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13022,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13022,Masculino,Varón,No especificado,25-29,Si,inculpado
13023,Masculino,Varón,No especificado,15-19,Si,inculpado
13023,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13023,Masculino,Varón,No especificado,35-39,Si,inculpado
13023,Masculino,Varón,No especificado,20-24,Si,inculpado
13025,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13025,Masculino,Varón,No especificado,15-19,No,inculpado
13026,Femenino,Mujer,No especificado,30-34,Si,inculpado
13026,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13027,Masculino,Varón,No especificado,90 y más,Si,inculpado
13027,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13028,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
13028,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13029,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13029,Masculino,Varón,No especificado,20-24,Si,inculpado
13030,Femenino,Mujer,No especificado,25-29,Si,inculpado
13030,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13031,Masculino,Varón,No especificado,25-29,Si,inculpado
13031,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13032,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13032,Masculino,Varón,No especificado,15-19,No,inculpado
13033,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13033,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13034,Masculino,Varón,No especificado,35-39,Si,inculpado
13034,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
13034,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13036,Masculino,Varón,No especificado,15-19,Si,inculpado
13036,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13036,Masculino,Varón,No especificado,15-19,No,inculpado
13037,Masculino,Varón,No especificado,45-49,Si,inculpado
13037,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13039,Masculino,Varón,No especificado,35-39,Si,inculpado
13039,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13040,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13040,Masculino,Varón,No especificado,15-19,No,inculpado
13040,Femenino,Mujer,No especificado,15-19,No,inculpado
13041,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
13041,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13042,Masculino,Varón,No especificado,35-39,Si,inculpado
13042,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13042,Masculino,Varón,No especificado,20-24,Si,inculpado
13042,Masculino,Varón,No especificado,15-19,Si,inculpado
13043,Masculino,Varón,No especificado,25-29,Si,inculpado
13043,Masculino,Varón,No especificado,20-24,Si,inculpado
13043,Masculino,Varón,No especificado,30-34,Si,inculpado
13043,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13043,Femenino,Mujer,No especificado,25-29,Si,inculpado
13043,Masculino,Varón,No especificado,35-39,Si,inculpado
13044,Masculino,Varón,No especificado,20-24,Si,inculpado
13044,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13045,Masculino,Varón,No especificado,20-24,Si,inculpado
13045,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13045,Masculino,Varón,No especificado,15-19,No,inculpado
13045,Masculino,Varón,No especificado,15-19,Si,inculpado
13046,Masculino,Varón,No especificado,15-19,Si,inculpado
13046,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13046,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
13047,Masculino,Varón,No especificado,25-29,Si,inculpado
13047,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13048,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13048,Masculino,Varón,No especificado,25-29,Si,inculpado
13049,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13049,Masculino,Varón,No especificado,25-29,Si,inculpado
13051,Masculino,Varón,No especificado,15-19,No,inculpado
13051,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13052,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13052,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
13053,Masculino,Varón,No especificado,60-64,Si,inculpado
13053,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13054,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13054,Masculino,Varón,No especificado,20-24,Si,inculpado
13054,Masculino,Varón,No especificado,35-39,Si,inculpado
13055,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13055,Masculino,Varón,No especificado,25-29,Si,inculpado
13058,Masculino,Varón,No especificado,15-19,Si,inculpado
13058,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13058,Masculino,Varón,No especificado,25-29,Si,inculpado
13059,Masculino,Varón,No especificado,15-19,Si,inculpado
13059,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13060,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13060,Femenino,Mujer,No especificado,35-39,Si,inculpado
13061,Masculino,Varón,No especificado,15-19,No,inculpado
13061,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13062,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13062,Masculino,Varón,No especificado,30-34,Si,inculpado
13063,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13063,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13063,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13064,Masculino,Varón,No especificado,20-24,Si,inculpado
13064,Masculino,Varón,No especificado,15-19,No,inculpado
13064,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13065,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13065,Masculino,Varón,No especificado,15-19,Si,inculpado
13065,Masculino,Varón,No especificado,20-24,Si,inculpado
13066,Masculino,Varón,No especificado,15-19,Si,inculpado
13066,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13067,Masculino,Varón,No especificado,15-19,No,inculpado
13067,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13068,Masculino,Varón,No especificado,20-24,Si,inculpado
13068,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13068,Masculino,Varón,No especificado,75-79,Si,inculpado
13069,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13069,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
13071,Femenino,Mujer,No especificado,35-39,Si,inculpado
13071,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13071,Masculino,Varón,No especificado,50-54,Si,inculpado
13072,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13072,Masculino,Varón,No especificado,20-24,Si,inculpado
13073,Masculino,Varón,No especificado,25-29,Si,inculpado
13073,Masculino,Varón,No especificado,15-19,Si,inculpado
13073,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13073,Masculino,Varón,No especificado,20-24,Si,inculpado
13074,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13074,Masculino,Varón,No especificado,20-24,Si,inculpado
13075,Masculino,Varón,No especificado,30-34,Si,inculpado
13075,Masculino,Varón,No especificado,20-24,Si,inculpado
13075,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13075,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
13075,Masculino,Varón,No especificado,40-44,Si,inculpado
13076,Masculino,Varón,No especificado,30-34,Si,inculpado
13076,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13078,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
13078,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13079,Masculino,Varón,No especificado,15-19,No,inculpado
13079,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13079,Masculino,Varón,No especificado,40-44,Si,inculpado
13080,Femenino,Mujer,No especificado,25-29,Si,inculpado
13080,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13081,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13081,Masculino,Varón,No especificado,20-24,Si,inculpado
13081,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
13082,Masculino,Varón,No especificado,25-29,Si,inculpado
13082,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13085,Masculino,Varón,No especificado,85-89,Si,inculpado
13085,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13085,Masculino,Varón,No especificado,15-19,Si,inculpado
13086,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13086,Masculino,Varón,No especificado,15-19,No,inculpado
13087,Masculino,Varón,No especificado,15-19,Si,inculpado
13087,Masculino,Varón,No especificado,15-19,No,inculpado
13087,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13087,Masculino,Varón,No especificado,20-24,Si,inculpado
13088,Masculino,Varón,No especificado,20-24,Si,inculpado
13088,Masculino,Varón,No especificado,30-34,Si,inculpado
13088,Femenino,Mujer,No especificado,45-49,Si,inculpado
13088,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13089,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13089,Masculino,Varón,No especificado,20-24,Si,inculpado
13090,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13090,Masculino,Varón,No especificado,20-24,Si,inculpado
13090,Masculino,Varón,No especificado,35-39,Si,inculpado
13092,Masculino,Varón,No especificado,30-34,Si,inculpado
13092,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13093,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13093,Masculino,Varón,No especificado,20-24,Si,inculpado
13094,Femenino,Mujer,No especificado,25-29,Si,inculpado
13094,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13095,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13095,Masculino,Varón,No especificado,30-34,Si,inculpado
13095,Masculino,Varón,No especificado,15-19,Si,inculpado
13096,Masculino,Varón,No especificado,35-39,Si,inculpado
13096,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13099,Masculino,Varón,No especificado,25-29,Si,inculpado
13099,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13100,Masculino,Varón,No especificado,25-29,Si,inculpado
13100,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13101,Masculino,Varón,No especificado,25-29,Si,inculpado
13101,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13102,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13102,Masculino,Varón,No especificado,35-39,Si,inculpado
13103,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13103,Masculino,Varón,No especificado,20-24,Si,inculpado
13106,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13106,Masculino,Varón,No especificado,15-19,No,inculpado
13107,Masculino,Varón,No especificado,35-39,Si,inculpado
13107,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13107,Masculino,Varón,No especificado,30-34,Si,inculpado
13108,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13108,Masculino,Varón,No especificado,25-29,Si,inculpado
13109,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13109,Masculino,Varón,No especificado,35-39,Si,inculpado
13110,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
13110,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13111,Femenino,Mujer,No especificado,20-24,Si,inculpado
13111,Masculino,Varón,No especificado,Sin determinar,Sin determinar,inculpado
13111,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13112,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13112,Masculino,Varón,No especificado,45-49,Si,inculpado
13113,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13113,Masculino,Varón,No especificado,35-39,Si,inculpado
13114,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13114,Masculino,Varón,No especificado,20-24,Si,inculpado
13298,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13298,Masculino,Varón,No especificado,20-24,Si,inculpado
13299,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13299,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13300,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13300,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13301,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13301,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13302,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13302,Masculino,Varón,No especificado,25-29,Si,inculpado
13304,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13304,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13305,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13305,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13306,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13306,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13307,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13307,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13308,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13308,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13309,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13309,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13310,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13310,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13311,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13311,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13312,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13312,Femenino,Mujer,No especificado,40-44,Si,inculpado
13313,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13313,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13314,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13314,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13315,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13315,Masculino,Varón,No especificado,25-29,Si,inculpado
13316,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13316,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13317,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13317,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13318,Masculino,Varón,No especificado,20-24,Si,inculpado
13318,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13319,Masculino,Varón,No especificado,20-24,Si,inculpado
13319,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13320,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13320,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13321,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13321,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13321,Sin determinar,Sin determinar,No especificado,Sin determinar,Sin determinar,inculpado
13321,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
13322,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,inculpado
