hecho_id,sexo,identidad_genero,identidad_genero_otro,tr_edad,mayor_18_anios,tipo_involucrado
11800,Masculino,Varón,No especificado,35-39,Si,victima
11800,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11801,Masculino,Varón,No especificado,20-24,Si,victima
11801,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11802,Masculino,Varón,No especificado,15-19,Si,victima
11802,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11811,Masculino,Varón,No especificado,50-54,Si,victima
11811,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11812,Masculino,Varón,No especificado,35-39,Si,victima
11812,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11813,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11813,Masculino,Varón,No especificado,15-19,Si,victima
11814,Masculino,Varón,No especificado,15-19,Si,victima
11814,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11815,Femenino,Mujer,No especificado,20-24,Si,victima
11815,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11816,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11816,Masculino,Varón,No especificado,20-24,Si,victima
11817,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11817,Masculino,Varón,No especificado,20-24,Si,victima
11818,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11818,Masculino,Varón,No especificado,25-29,Si,victima
11819,Femenino,Mujer,No especificado,50-54,Si,victima
11819,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11820,Masculino,Varón,No especificado,15-19,Si,victima
11820,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11820,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11820,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11820,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11821,Femenino,Mujer,No especificado,20-24,Si,victima
11821,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11822,Femenino,Mujer,No especificado,20-24,Si,victima
11822,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11822,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11823,Femenino,Mujer,No especificado,25-29,Si,victima
11823,Masculino,Varón,No especificado,4 o menos,No,victima
11823,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11824,Femenino,Mujer,No especificado,35-39,Si,victima
11824,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11825,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11825,Masculino,Varón,No especificado,50-54,Si,victima
11825,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11826,Masculino,Varón,No especificado,20-24,Si,victima
11826,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11827,Masculino,Varón,No especificado,15-19,No,victima
11827,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11827,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11847,Masculino,Varón,No especificado,25-29,Si,victima
11847,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11848,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11848,Masculino,Varón,No especificado,30-34,Si,victima
11849,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11849,Masculino,Varón,No especificado,65-69,Si,victima
11878,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11878,Masculino,Varón,No especificado,25-29,Si,victima
11878,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11879,Masculino,Varón,No especificado,25-29,Si,victima
11879,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11880,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11880,Masculino,Varón,No especificado,35-39,Si,victima
11880,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11881,Masculino,Varón,No especificado,15-19,No,victima
11881,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11881,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11882,Masculino,Varón,No especificado,20-24,Si,victima
11882,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11883,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11883,Masculino,Varón,No especificado,30-34,Si,victima
11884,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11884,Masculino,Varón,No especificado,15-19,Si,victima
11885,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11885,Femenino,Mujer,No especificado,60-64,Si,victima
11886,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11886,Masculino,Varón,No especificado,55-59,Si,victima
11888,Masculino,Varón,No especificado,50-54,Si,victima
11888,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11892,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11892,Masculino,Varón,No especificado,25-29,Si,victima
11893,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11893,Masculino,Varón,No especificado,30-34,Si,victima
11894,Masculino,Varón,No especificado,35-39,Si,victima
11894,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11895,Femenino,Mujer,No especificado,50-54,Si,victima
11895,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11896,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11896,Masculino,Varón,No especificado,55-59,Si,victima
11897,Femenino,Mujer,No especificado,15-19,Si,victima
11897,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11898,Femenino,Mujer,No especificado,70-74,Si,victima
11898,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11899,Masculino,Varón,No especificado,25-29,Si,victima
11899,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11900,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11900,Masculino,Varón,No especificado,30-34,Si,victima
11901,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11901,Masculino,Varón,No especificado,70-74,Si,victima
11901,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11902,Femenino,Mujer,No especificado,25-29,Si,victima
11902,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11903,Masculino,Varón,No especificado,40-44,Si,victima
11903,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11904,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11904,Masculino,Varón,No especificado,25-29,Si,victima
11905,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11905,Masculino,Varón,No especificado,15-19,Si,victima
11905,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11906,Masculino,Varón,No especificado,30-34,Si,victima
11906,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11907,Masculino,Varón,No especificado,20-24,Si,victima
11907,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11908,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11908,Masculino,Varón,No especificado,25-29,Si,victima
11909,Masculino,Varón,No especificado,4 o menos,No,victima
11909,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11910,Masculino,Varón,No especificado,15-19,No,victima
11910,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11911,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11911,Femenino,Mujer,No especificado,50-54,Si,victima
11912,Femenino,Mujer,No especificado,50-54,Si,victima
11912,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11913,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11913,Masculino,Varón,No especificado,20-24,Si,victima
11914,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11914,Femenino,Mujer,No especificado,45-49,Si,victima
11915,Masculino,Varón,No especificado,30-34,Si,victima
11915,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11916,Masculino,Varón,No especificado,30-34,Si,victima
11916,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11917,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11917,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11917,Masculino,Varón,No especificado,60-64,Si,victima
11918,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11918,Femenino,Mujer,No especificado,45-49,Si,victima
11919,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11919,Masculino,Varón,No especificado,35-39,Si,victima
11920,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11920,Femenino,Mujer,No especificado,25-29,Si,victima
11920,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11921,Masculino,Varón,No especificado,Sin determinar,Sin determinar,victima
11921,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11925,Masculino,Varón,No especificado,60-64,Si,victima
11925,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11926,Masculino,Varón,No especificado,15-19,No,victima
11926,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11927,Masculino,Varón,No especificado,30-34,Si,victima
11927,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11928,Masculino,Varón,No especificado,35-39,Si,victima
11928,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11929,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11929,Femenino,Mujer,No especificado,35-39,Si,victima
11930,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11930,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11930,Masculino,Varón,No especificado,45-49,Si,victima
11931,Masculino,Varón,No especificado,10-14,No,victima
11931,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11934,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11934,Masculino,Varón,No especificado,15-19,No,victima
11935,Masculino,Varón,No especificado,20-24,Si,victima
11935,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11936,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11936,Masculino,Varón,No especificado,15-19,No,victima
11937,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11937,Masculino,Varón,No especificado,35-39,Si,victima
11939,Masculino,Varón,No especificado,30-34,Si,victima
11939,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11941,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11941,Masculino,Varón,No especificado,45-49,Si,victima
11942,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11942,Masculino,Varón,No especificado,30-34,Si,victima
11943,Masculino,Varón,No especificado,15-19,Si,victima
11943,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11943,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11944,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11944,Femenino,Mujer,No especificado,15-19,Si,victima
11945,Masculino,Varón,No especificado,25-29,Si,victima
11945,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11946,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11946,Masculino,Varón,No especificado,15-19,Si,victima
11947,Masculino,Varón,No especificado,15-19,No,victima
11947,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11948,Femenino,Mujer,No especificado,55-59,Si,victima
11948,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11949,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
11949,Masculino,Varón,No especificado,45-49,Si,victima
11950,Masculino,Varón,No especificado,30-34,Si,victima
11950,No corresponde,No corresponde,No especificado,Sin determinar,Sin determinar,victima
