provincia_id;provincia_nombre;localidad_id;localidad_nombre;anio;mes;fecha_hecho;hora_hecho;tipo_lugar;tipo_lugar_otro;tipo_lugar_ampliado;motivo_origen_registro;motivo_origen_registro_otro;victima_sexo;victima_identidad_genero;victima_identidad_genero_otro;victima_tr_edad;victima_18_anios_o_mas;inculpado_sexo;inculpado_identidad_genero;inculpado_identidad_genero_otro
58;Neuquén;130;Vista Alegre Norte;2017;3;2017-03-11;19:10:00;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;Femenino;Mujer;No especificado;40-44;Si;No corresponde;No corresponde;No especificado
58;Neuquén;10;San Martín de los Andes;2017;3;2017-03-12;21:30:00;Otro lugar;No especificado;Campo/descampado/zona rural;Denuncia particular;No especificado;Masculino;Varón;No especificado;20-24;Si;No corresponde;No corresponde;No especificado
58;Neuquén;10;San Martín de los Andes;2017;3;2017-03-12;21:30:00;Otro lugar;No especificado;Campo/descampado/zona rural;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
58;Neuquén;10;Piedra del Águila;2017;6;2017-06-08;20:50:00;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
58;Neuquén;10;Piedra del Águila;2017;6;2017-06-08;20:50:00;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;Femenino;Mujer;No especificado;5-9;No;No corresponde;No corresponde;No especificado
58;Neuquén;40;Cutral Có;2017;5;2017-05-13;14:00:00;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
58;Neuquén;40;Cutral Có;2017;5;2017-05-13;14:00:00;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado
58;Neuquén;40;Cutral Có;2017;5;2017-05-13;14:00:00;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;Masculino;Varón;No especificado;35-39;Si;No corresponde;No corresponde;No especificado
58;Neuquén;70;Neuquén;2017;2;2017-02-21;02:10:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
58;Neuquén;70;Neuquén;2017;2;2017-02-21;02:10:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;40-44;Si;No corresponde;No corresponde;No especificado
58;Neuquén;70;Neuquén;2017;5;2017-05-21;21:35:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;35-39;Si;No corresponde;No corresponde;No especificado
58;Neuquén;70;Neuquén;2017;5;2017-05-21;21:35:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
58;Neuquén;10;Aluminé;2017;4;2017-04-22;10:38:00;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Femenino;Mujer;No especificado
58;Neuquén;10;Aluminé;2017;4;2017-04-22;10:38:00;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;Femenino;Mujer;No especificado;4 o menos;No;No corresponde;No corresponde;No especificado
66;Salta;50;Salta;2017;1;2017-01-01;07:30:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Femenino;Mujer;No especificado
66;Salta;50;Salta;2017;1;2017-01-01;07:30:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Masculino;Varón;No especificado;45-49;Si;No corresponde;No corresponde;No especificado
66;Salta;50;Salta;2017;1;2017-01-05;12:00:00;Comercio;No especificado;Comercio;Denuncia particular;No especificado;Masculino;Varón;No especificado;35-39;Si;No corresponde;No corresponde;No especificado
66;Salta;50;Salta;2017;1;2017-01-05;12:00:00;Comercio;No especificado;Comercio;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
66;Salta;50;Salta;2017;1;2017-01-05;14:37:00;Cárcel o comisaría;No especificado;Cárcel o comisaría;Denuncia particular;No especificado;Femenino;Mujer;No especificado;15-19;Si;No corresponde;No corresponde;No especificado
66;Salta;50;Salta;2017;1;2017-01-05;14:37:00;Cárcel o comisaría;No especificado;Cárcel o comisaría;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
66;Salta;220;Tartagal;2017;1;2017-01-06;02:00:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Femenino;Mujer;No especificado;45-49;Si;No corresponde;No corresponde;No especificado
66;Salta;220;Tartagal;2017;1;2017-01-06;02:00:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
66;Salta;50;Salta;2017;1;2017-01-08;05:00:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;15-19;Si;No corresponde;No corresponde;No especificado
66;Salta;50;Salta;2017;1;2017-01-08;05:00:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
66;Salta;20;Colonia Santa Rosa;2017;1;2017-01-08;06:30:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
66;Salta;20;Colonia Santa Rosa;2017;1;2017-01-08;06:30:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;15-19;Si;No corresponde;No corresponde;No especificado
66;Salta;40;Hipólito Yrigoyen (Est. Tabacal);2017;1;2017-01-14;06:30:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;20-24;Si;No corresponde;No corresponde;No especificado
66;Salta;40;Hipólito Yrigoyen (Est. Tabacal);2017;1;2017-01-14;06:30:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
66;Salta;220;Tartagal;2017;1;2017-01-16;11:30:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;15-19;Si;No corresponde;No corresponde;No especificado
66;Salta;220;Tartagal;2017;1;2017-01-16;11:30:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
66;Salta;50;Salta;2017;1;2017-01-21;08:00:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
66;Salta;50;Salta;2017;1;2017-01-21;08:00:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Femenino;Mujer;No especificado;25-29;Si;No corresponde;No corresponde;No especificado
66;Salta;220;Tartagal;2017;1;2017-01-22;07:00:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
66;Salta;220;Tartagal;2017;1;2017-01-22;07:00:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Masculino;Varón;No especificado;15-19;No;No corresponde;No corresponde;No especificado
66;Salta;70;San Ramón de la Nueva Orán (Est. Orán);2017;1;2017-01-25;01:00:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
66;Salta;70;San Ramón de la Nueva Orán (Est. Orán);2017;1;2017-01-25;01:00:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;Sin determinar;Sin determinar;No corresponde;No corresponde;No especificado
66;Salta;70;San Ramón de la Nueva Orán (Est. Orán);2017;1;2017-01-25;01:00:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Femenino;Mujer;No especificado
66;Salta;20;Vaqueros;2017;1;2017-01-27;13:45:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Femenino;Mujer;No especificado;40-44;Si;No corresponde;No corresponde;No especificado
66;Salta;20;Vaqueros;2017;1;2017-01-27;13:45:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
66;Salta;200;Profesor Salvador Mazza (Est. Pocitos);2017;1;2017-01-27;23:45:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
66;Salta;200;Profesor Salvador Mazza (Est. Pocitos);2017;1;2017-01-27;23:45:00;Vía pública;No especificado;Vía pública;Denuncia particular;No especificado;Masculino;Varón;No especificado;15-19;Si;No corresponde;No corresponde;No especificado
66;Salta;220;Tartagal;2017;1;2017-01-31;11:30:00;Cárcel o comisaría;No especificado;Cárcel o comisaría;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
66;Salta;220;Tartagal;2017;1;2017-01-31;11:30:00;Cárcel o comisaría;No especificado;Cárcel o comisaría;Intervención policial;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado
26;Chubut;40;Trelew;2017;2;2017-02-24;19:40:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Masculino;Varón;No especificado;Sin determinar;Si;No corresponde;No corresponde;No especificado
26;Chubut;40;Trelew;2017;2;2017-02-24;19:40:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
26;Chubut;40;Trelew;2017;2;2017-02-07;19:02:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado
26;Chubut;40;Trelew;2017;2;2017-02-07;19:02:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
58;Neuquén;70;Neuquén;2017;6;2017-06-21;07:45:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;55-59;Si;No corresponde;No corresponde;No especificado
58;Neuquén;70;Neuquén;2017;6;2017-06-21;07:45:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
58;Neuquén;70;Neuquén;2017;6;2017-06-16;00:20:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
58;Neuquén;70;Neuquén;2017;6;2017-06-16;00:20:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Masculino;Varón;No especificado;60-64;Si;No corresponde;No corresponde;No especificado
58;Neuquén;10;San Martín de los Andes;2017;6;2017-06-12;10:00:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
58;Neuquén;10;San Martín de los Andes;2017;6;2017-06-12;10:00:00;Domicilio particular;No especificado;Domicilio particular;Denuncia particular;No especificado;Femenino;Mujer;No especificado;30-34;Si;No corresponde;No corresponde;No especificado
26;Chubut;40;Trelew;2017;4;2017-04-29;17:15:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Femenino;Mujer;No especificado
26;Chubut;40;Trelew;2017;4;2017-04-29;17:15:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Femenino;Mujer;No especificado;10-14;No;No corresponde;No corresponde;No especificado
26;Chubut;40;Trelew;2017;6;2017-06-18;07:45:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado
26;Chubut;40;Trelew;2017;6;2017-06-18;07:45:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
10;Catamarca;30;San Fernando del Valle de Catamarca;2017;2;2017-02-07;20:35:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
10;Catamarca;30;San Fernando del Valle de Catamarca;2017;2;2017-02-07;20:35:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;20-24;Si;No corresponde;No corresponde;No especificado
82;Santa Fe;170;Santa Fe;2017;1;2017-01-09;01:30:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
82;Santa Fe;170;Santa Fe;2017;1;2017-01-09;01:30:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;35-39;Si;No corresponde;No corresponde;No especificado
82;Santa Fe;170;Santa Fe;2017;1;2017-01-21;21:50:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
82;Santa Fe;170;Santa Fe;2017;1;2017-01-21;21:50:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;15-19;No;No corresponde;No corresponde;No especificado
82;Santa Fe;170;Santa Fe;2017;1;2017-01-24;11:00:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;30-34;Si;No corresponde;No corresponde;No especificado
82;Santa Fe;170;Santa Fe;2017;1;2017-01-24;11:00:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
82;Santa Fe;310;Wheelwright;2017;1;2017-01-04;19:45:00;Otro lugar;No especificado;Campo/descampado/zona rural;Intervención policial;No especificado;Masculino;Varón;No especificado;35-39;Si;No corresponde;No corresponde;No especificado
82;Santa Fe;310;Wheelwright;2017;1;2017-01-04;19:45:00;Otro lugar;No especificado;Campo/descampado/zona rural;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
82;Santa Fe;60;San Javier;2017;1;2017-01-15;06:00:00;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
82;Santa Fe;60;San Javier;2017;1;2017-01-15;06:00:00;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;Masculino;Varón;No especificado;50-54;Si;No corresponde;No corresponde;No especificado
82;Santa Fe;20;Capitán Bermúdez;2017;1;2017-01-25;14:00:00;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;Femenino;Mujer;No especificado;75-79;Si;No corresponde;No corresponde;No especificado
82;Santa Fe;20;Capitán Bermúdez;2017;1;2017-01-25;14:00:00;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
82;Santa Fe;50;Fray Luis Beltrán;2017;1;2017-01-29;17:00:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;30-34;Si;No corresponde;No corresponde;No especificado
82;Santa Fe;50;Fray Luis Beltrán;2017;1;2017-01-29;17:00:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-02;01:25:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;35-39;Si;No corresponde;No corresponde;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-02;01:25:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-02;21:00:00;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-02;21:00:00;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;Masculino;Varón;No especificado;50-54;Si;No corresponde;No corresponde;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-07;18:00:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-07;18:00:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;20-24;Si;No corresponde;No corresponde;No especificado
82;Santa Fe;310;Villa Gobernador Gálvez;2017;1;2017-01-11;00:10:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Femenino;Mujer;No especificado;4 o menos;No;No corresponde;No corresponde;No especificado
82;Santa Fe;310;Villa Gobernador Gálvez;2017;1;2017-01-11;00:10:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-11;00:30:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-11;00:30:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-11;23:19:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;40-44;Si;No corresponde;No corresponde;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-11;23:19:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-12;21:00:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-12;21:00:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;15-19;Si;No corresponde;No corresponde;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-15;03:44:00;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-15;03:44:00;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;Masculino;Varón;No especificado;20-24;Si;No corresponde;No corresponde;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-16;01:30:00;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-16;01:30:00;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-12;13:00:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-12;13:00:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;60-64;Si;No corresponde;No corresponde;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-20;02:30:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-20;02:30:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;20-24;Si;No corresponde;No corresponde;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-21;19:00:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-21;19:00:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-17;21:00:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-17;21:00:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;20-24;Si;No corresponde;No corresponde;No especificado
82;Santa Fe;310;Villa Gobernador Gálvez;2017;1;2017-01-22;03:00:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
82;Santa Fe;310;Villa Gobernador Gálvez;2017;1;2017-01-22;03:00:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;25-29;Si;No corresponde;No corresponde;No especificado
82;Santa Fe;310;Villa Gobernador Gálvez;2017;1;2017-01-25;22:00:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;30-34;Si;No corresponde;No corresponde;No especificado
82;Santa Fe;310;Villa Gobernador Gálvez;2017;1;2017-01-25;22:00:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-29;04:25:00;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-29;04:25:00;Domicilio particular;No especificado;Domicilio particular;Intervención policial;No especificado;Femenino;Mujer;No especificado;80-84;Si;No corresponde;No corresponde;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-29;23:00:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Sin determinar;Sin determinar;No especificado
82;Santa Fe;270;Rosario;2017;1;2017-01-29;23:00:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;Masculino;Varón;No especificado;20-24;Si;No corresponde;No corresponde;No especificado
82;Santa Fe;310;Rafaela;2017;1;2017-01-06;01:30:00;Vía pública;No especificado;Vía pública;Intervención policial;No especificado;No corresponde;No corresponde;No especificado;No corresponde;Sin determinar;Masculino;Varón;No especificado
